id,host_response_rate,neighbourhood,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating
24398114,0.86,University Heights,92116,Bungalow,Entire home/apt,6,1,3,3,150,121,98
12026492,1,Ocean Beach,92107,House,Entire home/apt,6,2,3,3,345,15,96
25301679,1,Logan Heights,92113,Apartment,Entire home/apt,6,1,2,2,55,98,89
821576,1,Pacific Beach,92109,Bungalow,Entire home/apt,6,1,2,2,195,27,94
25050229,1,Hillcrest,92103,Apartment,Entire home/apt,6,2,2,2,350,8,91
20120289,1,La Jolla,92037,House,Private room,1,1,1,1,150,9,100
14472288,1,North Park,92104,Apartment,Entire home/apt,2,1,1,2,100,42,99
40153243,1,Lake Murray,92119,House,Private room,2,1,0,1,35,7,100
39728974,1,Grant Hill,92102,House,Entire home/apt,18,4,7,7,349,1,80
21503147,1,Mira Mesa,92126,Other,Private room,1,1,1,1,70,37,99
38825054,0.98,Clairemont Mesa East,92111,House,Entire home/apt,10,2,3,4,250,7,94
16619357,1,East Village,92101,Condominium,Entire home/apt,3,1,0,2,99,6,93
32592520,1,Core-Columbia,92101,Apartment,Entire home/apt,6,1,1,2,110,61,96
10212881,1,Midway District,92101,Boat,Entire home/apt,4,1,1,4,200,25,91
29211690,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,3,378,5,84
23584062,1,Ocean Beach,92107,House,Entire home/apt,10,5.5,4,5,600,29,97
6988621,1,Mission Beach,92109,Cottage,Entire home/apt,3,1,1,1,125,122,95
31808594,0.99,East Village,92101,Apartment,Entire home/apt,6,2,2,2,499,11,80
31213706,1,Park West,92101,Apartment,Entire home/apt,3,1,1,1,95,76,97
40559593,0.98,Grant Hill,92102,House,Entire home/apt,10,1,2,2,130,3,73
39563222,1,Park West,92101,House,Private room,2,1,1,1,65,4,100
20311199,1,La Jolla,92037,Condominium,Entire home/apt,4,1,2,3,125,1,100
40878632,1,Petco Park,92101,Apartment,Entire home/apt,2,1,0,1,999,10,98
17975384,1,La Jolla,92037,House,Entire home/apt,10,3,4,5,629,4,95
34568777,0.98,University City,92122,Apartment,Entire home/apt,8,2,3,4,300,12,92
28387756,1,Mission Beach,92109,Townhouse,Entire home/apt,9,2.5,3,5,715,6,90
40785897,0.99,Little Italy,92101,Apartment,Entire home/apt,8,1,0,3,195,1,100
1970541,1,Bay Park,92117,Guest suite,Entire home/apt,2,1,1,1,95,32,98
13607323,1,Bay Park,92110,Townhouse,Entire home/apt,6,2.5,2,2,169,12,98
11610967,1,Mission Beach,92109,Condominium,Entire home/apt,8,2,2,4,329,177,97
14531646,1,East Village,92101,Apartment,Entire home/apt,3,1,0,2,78,130,95
37046877,1,College West,92115,Condominium,Entire home/apt,7,1.5,1,3,150,16,85
4564676,0.96,Mission Beach,92109,Condominium,Entire home/apt,8,3,3,5,1411,101,97
4558846,1,Ocean Beach,92107,Guest suite,Entire home/apt,4,1,2,2,110,106,98
10474562,0.99,Grant Hill,92102,House,Entire home/apt,16,4.5,6,14,749,91,98
13780545,1,Sherman Heights,92102,Apartment,Entire home/apt,2,1,0,1,100,11,96
24287446,1,North Park,92104,House,Entire home/apt,4,1,2,2,134,41,94
21093460,1,Hillcrest,92103,House,Entire home/apt,8,2,4,8,299,75,98
2582718,1,Mission Beach,92109,Apartment,Entire home/apt,2,1,0,1,100,9,83
24776364,1,La Jolla,92037,House,Private room,2,1,1,2,62,109,98
26876907,1,Bay Park,92110,House,Private room,2,1,1,1,75,73,99
706493,1,San Carlos,92124,House,Entire home/apt,8,2,3,4,180,30,92
13395420,1,Loma Portal,92106,House,Private room,1,1,1,1,60,11,91
16984159,1,Golden Hill,92102,Bungalow,Entire home/apt,8,1.5,3,4,225,108,98
11889706,1,Mission Beach,92109,Apartment,Entire home/apt,8,2,2,4,285,6,97
26419710,0.98,Park West,92101,Condominium,Entire home/apt,11,2,3,4,549,29,99
15397973,1,North Park,92104,Apartment,Private room,2,1,1,1,50,197,97
24875309,1,Mission Beach,92109,Cottage,Entire home/apt,8,2,2,5,411,47,97
37727669,1,North Park,92104,Guest suite,Entire home/apt,2,1,1,1,80,3,100
22435951,0.98,North Park,92104,Apartment,Entire home/apt,4,2,2,2,137,43,94
32141046,1,Morena,92110,Apartment,Entire home/apt,8,2,2,5,170,41,95
28881655,1,North Park,92104,Guesthouse,Entire home/apt,4,1,0,3,80,133,100
36525161,1,Golden Hill,92102,Condominium,Entire home/apt,4,1,2,2,110,23,97
167804,1,Bay Park,92117,House,Private room,1,1,1,1,49,61,97
16677793,1,Del Mar Heights,92014,House,Entire home/apt,7,2,3,4,289,23,99
651542,1,Midtown,92103,House,Entire home/apt,5,2,2,2,175,155,98
20283334,1,Jamacha Lomita,92114,House,Private room,2,3,1,2,40,74,99
10997879,1,Ocean Beach,92107,Guest suite,Entire home/apt,2,1,1,1,88,194,98
24603375,1,Mission Beach,92109,Apartment,Entire home/apt,3,1,1,2,165,92,98
39465490,1,East Village,92101,Apartment,Entire home/apt,6,1,2,3,299,31,94
8175884,1,Pacific Beach,92109,House,Entire home/apt,14,3,6,6,399,53,89
35540839,1,Mission Beach,92109,Condominium,Entire home/apt,5,1,2,3,229,11,93
29732654,1,Mission Beach,92109,Condominium,Entire home/apt,5,1,2,3,248,11,89
11755367,1,Mission Beach,92109,Condominium,Entire home/apt,4,1,1,2,199,1,100
31854549,1,Pacific Beach,92109,Condominium,Entire home/apt,6,1,2,4,285,30,96
26789143,1,Pacific Beach,92109,Guest suite,Entire home/apt,6,2,2,3,170,3,100
21967769,0,University City,92122,Townhouse,Private room,2,1,1,1,60,11,85
36139226,1,Cortez,92101,House,Entire home/apt,6,2,2,3,160,21,93
17961900,1,Burlingame,92104,Guesthouse,Entire home/apt,2,1,0,1,82,132,100
33114428,1,Ocean Beach,92107,Cottage,Entire home/apt,8,1,2,4,175,15,96
32267629,0,Core-Columbia,92101,Loft,Entire home/apt,2,1,0,1,110,2,100
21966368,0.99,Little Italy,92101,Apartment,Entire home/apt,2,1,1,1,159,9,96
39986473,1,Pacific Beach,92109,House,Entire home/apt,10,3,3,4,239,11,98
25322147,1,University Heights,92116,Apartment,Entire home/apt,6,1,2,2,145,67,91
33429542,1,East Village,92101,Loft,Entire home/apt,8,1.5,2,6,110,11,92
20196520,1,University Heights,92103,Apartment,Entire home/apt,6,1,2,2,90,211,95
11553173,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,3,245,7,94
34149885,1,Gaslamp,92101,Apartment,Entire home/apt,6,1,1,1,235,1,100
29806100,1,Marina,92101,Condominium,Private room,2,1.5,1,1,50,26,97
20559677,1,Torrey Highlands,92129,House,Private room,2,1,1,1,50,146,99
7516292,1,Mission Beach,92109,House,Entire home/apt,4,1,1,1,165,28,95
37860502,1,Sherman Heights,92102,Apartment,Entire home/apt,2,1,0,1,75,12,97
12681914,1,Ocean Beach,92107,Apartment,Entire home/apt,2,1,1,2,115,145,97
36842436,1,Roseville/Fleet Ridge,92106,House,Private room,4,1,1,2,200,14,99
18551022,1,Pacific Beach,92109,Condominium,Entire home/apt,4,1,1,2,149,112,98
17975484,1,La Jolla,92037,House,Entire home/apt,7,2,3,4,520,2,80
25488939,1,Logan Heights,92113,House,Entire home/apt,10,2,4,8,189,90,99
20310198,1,Redwood Village/Rolando Park,92115,Guesthouse,Entire home/apt,2,1,1,1,70,6,100
22901769,1,Pacific Beach,92109,Townhouse,Private room,2,1,1,1,59,55,97
32964621,1,Pacific Beach,92109,Condominium,Private room,2,1,1,1,47,18,99
35291062,0.97,Pacific Beach,92109,Apartment,Entire home/apt,6,1,2,3,150,22,97
19829816,0.75,Pacific Beach,92109,Condominium,Private room,2,1,1,1,65,4,95
20481484,1,Gaslamp,92101,Condominium,Entire home/apt,6,2,2,2,0,7,100
12250145,1,Mission Beach,92109,Apartment,Entire home/apt,7,2,3,4,400,60,100
14948229,1,Serra Mesa,92123,Guest suite,Entire home/apt,5,2,2,4,125,40,97
37086910,0.91,Hillcrest,92103,House,Shared room,5,2,1,1,26,5,92
32475629,0.86,Pacific Beach,92109,Guesthouse,Entire home/apt,4,1,1,2,100,28,100
31920401,1,Core-Columbia,92101,Apartment,Entire home/apt,6,2,2,2,275,27,99
25506259,1,La Jolla,92037,Guest suite,Entire home/apt,4,1,1,2,99,164,98
31315665,1,La Jolla,92037,House,Entire home/apt,12,5,5,5,649,16,100
13713203,1,Mission Beach,92109,Cottage,Entire home/apt,4,1,2,2,275,55,97
11283485,1,Pacific Beach,92109,Townhouse,Entire home/apt,6,1.5,2,4,175,47,94
21409340,1,Bay Ho,92117,House,Entire home/apt,8,3,4,5,425,16,99
8703254,0.97,Normal Heights,92116,Guesthouse,Entire home/apt,4,1,0,1,70,349,95
35978933,1,Core-Columbia,92101,Condominium,Entire home/apt,2,1,1,1,149,1,80
13127748,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,4,425,13,98
7092597,1,Park West,92101,Townhouse,Private room,2,1,1,1,66,227,96
35619740,1,Point Loma Heights,92107,House,Entire home/apt,4,1,1,1,113,50,96
29562263,1,Park West,92101,Apartment,Entire home/apt,3,1,1,1,89,48,94
26965108,1,Bay Terraces,92114,House,Private room,2,1,1,1,50,32,95
28895960,1,Serra Mesa,92123,Apartment,Entire home/apt,2,1,0,1,90,96,99
40352809,0.98,East Village,92101,Apartment,Entire home/apt,2,1,0,1,90,6,93
36037305,1,La Jolla,92037,House,Entire home/apt,3,1,1,1,150,20,98
6337852,1,East Village,92101,Condominium,Entire home/apt,2,1,0,1,75,3,100
17620203,1,Encanto,92114,House,Private room,2,2,1,1,55,24,90
11016073,0.99,Old Town,92110,Bungalow,Entire home/apt,4,1,1,1,81,114,94
12519962,1,Bay Park,92110,House,Private room,1,1,1,1,33,90,98
11684491,0.9,Mission Beach,92109,House,Entire home/apt,9,3,4,9,1100,14,90
2111974,1,North Park,92104,Guesthouse,Entire home/apt,2,1,1,1,80,682,98
21469180,1,Core-Columbia,92101,Apartment,Entire home/apt,2,1,0,1,80,175,92
39173993,1,Corridor,92104,Guesthouse,Entire home/apt,2,1,0,1,65,8,98
13493369,1,Mira Mesa,92126,House,Private room,3,1,1,1,56,91,97
26194988,1,North Park,92104,House,Private room,2,1,1,1,75,5,96
18840972,1,La Jolla,92037,Guest suite,Entire home/apt,3,1,1,2,128,148,98
24737573,1,University City,92122,House,Private room,6,1,1,2,65,118,95
5750685,1,North Park,92104,House,Entire home/apt,4,1,2,2,102,337,98
38517519,1,Pacific Beach,92109,Hotel,Hotel room,2,1,1,1,89,2,80
15585325,0.5,Mission Valley East,92108,Townhouse,Private room,1,1,1,1,40,8,100
6529502,1,Ocean Beach,92107,Bungalow,Entire home/apt,4,1,1,2,120,132,93
18021799,0.97,Mission Beach,92109,Apartment,Entire home/apt,6,1,2,2,229,46,97
1378432,0.92,Park West,92101,House,Private room,2,1,1,1,39,428,88
15693993,1,Castle,92105,Guesthouse,Entire home/apt,2,1,0,2,55,203,97
18408419,1,East Village,92101,Apartment,Entire home/apt,6,2,2,2,223,227,96
31006250,1,Bay Park,92110,House,Private room,1,2,1,1,55,7,91
21894872,1,Pacific Beach,92109,House,Entire home/apt,13,3.5,5,9,350,79,95
39780422,0.98,East Village,92101,Loft,Entire home/apt,6,2,2,2,150,8,88
39579350,0.96,University Heights,92116,Cottage,Entire home/apt,3,1,1,1,99,6,93
39480479,0.97,Mission Beach,92109,Condominium,Entire home/apt,7,2,2,4,496,2,90
17480462,1,Pacific Beach,92109,Townhouse,Entire home/apt,7,2.5,2,4,225,71,99
37052838,1,Point Loma Heights,92107,House,Entire home/apt,10,4,4,5,427,1,100
17042592,1,North Park,92104,Condominium,Entire home/apt,4,1,2,2,89,5,100
32015827,1,Pacific Beach,92109,Apartment,Entire home/apt,6,2,3,3,300,20,92
39206460,1,Ocean Beach,92107,Guesthouse,Entire home/apt,6,1,2,2,150,13,95
2106683,1,Mission Beach,92109,House,Private room,4,1,1,1,89,91,100
41027112,1,Sherman Heights,92102,House,Entire home/apt,8,1,3,3,165,1,100
37334865,1,Mountain View,92113,Cottage,Entire home/apt,4,1,1,1,68,11,86
36035154,1,Pacific Beach,92109,Apartment,Entire home/apt,6,1,2,2,95,8,100
34094276,1,La Jolla,92037,House,Private room,2,1,1,1,97,16,100
24897146,1,Balboa Park,92102,Condominium,Private room,2,1,1,1,69,55,100
9690660,0.9,Pacific Beach,92109,House,Entire home/apt,6,1,2,2,150,98,98
32166846,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,2,149,46,100
30090279,1,Mission Beach,92109,Townhouse,Entire home/apt,9,2.5,3,4,389,6,90
1950115,1,College West,92115,House,Entire home/apt,2,1,1,1,75,59,99
28229611,1,Adams North,92116,House,Entire home/apt,6,2,2,2,135,81,96
40353051,0.98,East Village,92101,Apartment,Entire home/apt,2,1,0,1,90,3,100
39992311,1,Mission Hill,92110,Apartment,Private room,2,1,1,1,49,10,94
34813522,1,Park West,92101,House,Entire home/apt,7,3,3,3,450,28,95
28523080,1,Sherman Heights,92102,Apartment,Private room,2,1,1,1,45,56,98
19660800,0.97,Mission Beach,92109,House,Entire home/apt,10,3,4,3,795,7,100
25377746,0.99,Sherman Heights,92102,Apartment,Private room,2,1,1,1,65,103,89
37743147,1,Linda Vista,92108,Condominium,Entire home/apt,5,2,2,4,166,6,77
21902508,0.62,Petco Park,92101,Apartment,Private room,2,1,1,1,58,5,96
34574427,0.9,La Jolla,92037,House,Entire home/apt,8,5.5,4,4,975,16,98
589254,1,Hillcrest,92103,Condominium,Private room,2,1,1,1,59,183,98
19750006,1,La Jolla,92037,House,Entire home/apt,9,2.5,4,6,550,64,90
22206414,0.99,Balboa Park,92101,Apartment,Entire home/apt,2,1,1,1,165,1,100
38554039,1,Del Mar Heights,92014,House,Entire home/apt,8,2,3,3,495,6,100
36004173,1,Normal Heights,92105,Guesthouse,Entire home/apt,3,1,1,2,89,11,95
6741074,1,San Carlos,92120,House,Entire home/apt,8,2.5,4,5,475,90,96
2151531,1,Mission Beach,92109,Cottage,Entire home/apt,9,2,3,8,435,97,98
17093522,1,Park West,92101,Apartment,Entire home/apt,2,1,1,1,70,141,86
32737354,1,Cortez,92101,Apartment,Private room,2,2,0,1,72,57,98
28691311,0.9,Marina,92101,Apartment,Entire home/apt,2,1,1,1,109,70,94
24694114,1,Logan Heights,92113,House,Entire home/apt,2,1,1,1,123,29,99
23088591,0.99,East Village,92101,Apartment,Entire home/apt,8,2,3,6,249,98,87
9171142,1,La Jolla,92037,Townhouse,Private room,2,1,1,0,147,240,93
30736109,1,Point Loma Heights,92107,House,Private room,2,2,1,1,50,26,98
39394541,1,Harborview,92101,Apartment,Entire home/apt,9,2,3,3,225,16,99
25116062,1,Point Loma Heights,92110,Townhouse,Private room,2,1.5,1,1,80,40,96
2154995,1,Point Loma Heights,92107,House,Private room,2,1,1,0,79,5,90
37168579,1,Mission Beach,92109,Condominium,Entire home/apt,5,1,2,3,174,2,100
7226188,1,Barrio Logan,92113,Apartment,Entire home/apt,4,1,1,1,150,120,93
5549585,1,East Village,92101,Hostel,Shared room,4,0,1,4,29,201,92
27804917,1,North Park,92104,Guest suite,Private room,2,1,1,1,50,43,99
38763236,0.95,East Village,92101,Apartment,Entire home/apt,8,1,2,4,295,21,94
13625018,1,Ocean Beach,92107,Apartment,Entire home/apt,2,1,1,1,73,237,99
34016825,1,University Heights,92101,Apartment,Entire home/apt,4,1,2,4,199,19,91
4037397,1,La Jolla,92037,Apartment,Entire home/apt,6,2,2,3,240,65,98
27939129,1,Little Italy,92101,Apartment,Private room,2,1,1,1,75,35,98
4624282,1,Pacific Beach,92109,Condominium,Entire home/apt,3,1,1,1,99,274,97
27366045,1,Carmel Valley,92130,Condominium,Private room,2,1,1,1,59,10,100
17027560,1,Ocean Beach,92107,House,Entire home/apt,12,3,3,6,1049,2,100
23667222,1,Core-Columbia,92101,Apartment,Entire home/apt,2,1,0,1,85,134,96
2145806,1,South Park,92102,House,Private room,2,1,1,1,75,126,97
11097250,1,Golden Hill,92102,Townhouse,Entire home/apt,8,2,3,3,265,380,96
27615481,1,North Park,92104,Townhouse,Entire home/apt,4,1,1,4,100,68,98
22939589,0.97,Mission Beach,92109,House,Entire home/apt,7,2.5,3,4,525,4,95
24330364,0.99,Ocean Beach,92107,House,Entire home/apt,4,2,1,1,260,15,99
8225720,0.8,Ocean Beach,92107,House,Entire home/apt,6,2.5,2,3,349,40,98
40172447,1,East Village,92101,Apartment,Entire home/apt,4,1,1,1,179,6,93
23595697,1,Park West,92101,Apartment,Entire home/apt,2,1,1,1,89,63,95
17661243,1,Clairemont Mesa West,92111,House,Private room,2,1,1,1,120,2,100
36564651,1,Loma Portal,92110,House,Private room,4,1,1,1,139,12,97
4694034,1,Sherman Heights,92102,House,Private room,3,1,1,3,69,130,95
26518543,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1.5,2,2,165,68,96
5041842,0.99,Hillcrest,92103,House,Entire home/apt,6,2,2,3,179,141,99
12833744,1,Pacific Beach,92109,Cottage,Private room,2,1,1,1,60,53,90
26568373,1,University City,92122,Townhouse,Private room,2,1.5,1,1,48,19,97
39339473,1,Lake Murray,92119,House,Entire home/apt,7,2,3,3,150,3,100
38628073,0.9,Valencia Park,92114,House,Private room,2,1,1,1,65,11,100
34947014,0.92,Fairmont Park,92105,House,Private room,1,1,1,1,30,14,100
21527842,0.99,Ocean Beach,92107,Apartment,Entire home/apt,4,1,1,2,250,12,90
19080546,1,Mission Beach,92109,House,Entire home/apt,6,2.5,2,2,325,56,98
10911316,1,Ocean Beach,92107,Cottage,Entire home/apt,9,2,4,6,450,10,84
13283694,1,Park West,92101,House,Entire home/apt,6,1,2,3,150,80,93
33361435,1,Torrey Pines,92037,House,Private room,1,1,1,1,70,12,100
37211280,1,Mission Hill,92103,Bungalow,Entire home/apt,5,1,3,6,200,15,96
19780119,1,North Park,92104,Apartment,Entire home/apt,6,1,3,3,99,52,95
19966870,0.67,Pacific Beach,92109,Condominium,Private room,2,1,1,1,49,11,92
26950351,1,Cherokee Point,92105,Guest suite,Entire home/apt,2,1,1,0,59,58,98
33372963,0.97,Park West,92103,Condominium,Entire home/apt,12,2.5,3,4,500,37,99
13110875,1,Mission Beach,92109,House,Entire home/apt,8,2,3,5,300,134,98
25746114,1,Bay Park,92110,Guest suite,Private room,3,1,1,1,125,35,91
9865443,1,North Park,92104,Apartment,Entire home/apt,4,1,1,1,120,51,97
14094471,1,Pacific Beach,92109,House,Entire home/apt,7,2,2,4,340,26,94
28178914,1,East Village,92101,Condominium,Private room,6,1,1,3,27,9,87
14400925,1,Park West,92103,House,Private room,2,1,1,1,85,187,99
41153177,1,North Park,92116,House,Entire home/apt,12,3,4,4,199,2,100
30766976,1,Pacific Beach,92109,House,Entire home/apt,14,4,5,7,750,24,98
30228185,1,Mission Hill,92110,Apartment,Entire home/apt,12,2.5,4,6,450,2,90
30094979,1,Mountain View,92113,House,Entire home/apt,12,2,5,6,299,27,100
39111588,0.98,Mission Beach,92109,Apartment,Entire home/apt,2,1,1,1,128,4,95
7094517,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,2,128,48,97
12874907,1,College West,92115,Apartment,Entire home/apt,2,1,1,1,49,42,97
33469908,1,Ocean Beach,92107,House,Private room,2,1,1,1,75,5,100
179884,1,Mission Beach,92109,House,Entire home/apt,8,2,3,4,390,92,91
13766499,1,Golden Hill,92102,House,Entire home/apt,3,1,1,2,150,3,100
21578889,1,Linda Vista,92111,House,Private room,2,1,1,1,38,113,98
9067929,1,Clairemont Mesa East,92111,Bungalow,Private room,2,1,1,2,61,15,95
34254389,1,Linda Vista,92111,House,Private room,4,1,1,2,39,9,84
38408695,1,Pacific Beach,92109,Hotel,Hotel room,2,1,1,1,79,1,100
28260071,1,Little Italy,92101,Apartment,Entire home/apt,4,1,1,2,132,154,96
10683088,1,La Jolla,92037,Cottage,Entire home/apt,4,1,2,2,209,116,98
22208818,0.98,Gaslamp,92101,Apartment,Entire home/apt,2,1,1,1,162,34,92
1166766,1,Bay Park,92110,House,Entire home/apt,14,4,5,6,795,12,95
27759366,1,Hillcrest,92103,House,Entire home/apt,9,1,2,4,250,188,98
33044188,0.92,Mission Beach,92109,Condominium,Entire home/apt,5,1,2,3,399,7,100
611250,0.92,Park West,92101,House,Private room,3,0.5,1,1,39,470,93
29278788,1,Hillcrest,92103,Serviced apartment,Entire home/apt,2,1,0,1,150,12,97
27548372,1,Grantville,92108,Apartment,Private room,2,1,1,1,75,1,80
11950357,1,La Jolla,92037,Apartment,Entire home/apt,3,1,0,2,99,281,96
19159536,0.67,East Village,92101,Condominium,Entire home/apt,4,2,2,2,138,1,100
19471514,1,Miramar Ranch North,92131,House,Private room,2,1,1,1,80,29,98
39801630,0.57,Normal Heights,92116,Cottage,Entire home/apt,5,1,1,2,550,1,100
15805403,1,Barrio Logan,92113,House,Entire home/apt,6,1,2,5,120,118,97
26695656,1,University Heights,92104,Apartment,Entire home/apt,4,1,1,1,195,17,96
28465831,1,Encanto,92114,Camper/RV,Entire home/apt,2,1,1,1,85,91,90
12968659,0.78,East Village,92101,Apartment,Entire home/apt,4,2,2,4,100,26,85
36913463,1,North Park,92104,Condominium,Entire home/apt,3,1,0,1,115,1,100
1212604,1,Sherman Heights,92102,Apartment,Entire home/apt,4,2,2,5,149,6,100
24557270,1,Mission Beach,92109,Condominium,Entire home/apt,4,2,1,1,275,10,100
36633676,1,Little Italy,92101,Apartment,Entire home/apt,5,1,2,2,169,17,93
23522518,1,Park West,92101,House,Entire home/apt,7,2,3,4,119,96,89
28464060,0.63,Bay Ho,92117,Guest suite,Entire home/apt,2,1,1,1,100,5,92
38663527,0.94,La Playa,92106,House,Entire home/apt,10,5,4,9,880,7,100
15986589,1,Point Loma Heights,92107,Bungalow,Entire home/apt,4,1,2,2,109,125,94
38484513,0.99,Logan Heights,92102,House,Entire home/apt,16,1,2,5,179,5,84
32819749,1,La Jolla,92037,Villa,Entire home/apt,10,3.5,5,7,850,2,100
37501972,0.97,Park West,92103,House,Entire home/apt,5,1,2,1,295,23,99
24334502,1,Mountain View,92113,Townhouse,Private room,6,2.5,1,1,189,13,100
37664564,1,Hillcrest,92103,Condominium,Private room,2,1,1,1,55,38,99
34621238,1,Bay Ho,92117,House,Entire home/apt,8,2.5,4,4,400,37,100
27606770,1,La Jolla,92037,Townhouse,Entire home/apt,4,2.5,2,3,150,5,100
35577238,1,Azalea/Hollywood Park,92105,House,Entire home/apt,6,1,2,2,165,1,100
22815192,0.99,Pacific Beach,92109,House,Entire home/apt,8,3,3,4,215,66,97
19845223,1,North Park,92104,Apartment,Private room,2,1,1,2,63,6,100
20933613,1,Mission Beach,92109,Condominium,Entire home/apt,5,2,3,5,375,47,95
22813628,1,Mira Mesa,92126,Apartment,Entire home/apt,4,2,2,2,125,10,89
36090705,0.81,Golden Hill,92102,House,Entire home/apt,6,1.5,2,2,150,9,93
8234751,1,Redwood Village/Rolando Park,92115,House,Private room,2,1,1,1,42,166,98
25352482,0.89,La Jolla,92109,Bungalow,Entire home/apt,6,1,2,4,217,27,90
176588,1,Morena,92110,Guesthouse,Entire home/apt,4,1,0,2,89,171,96
1751176,1,North Park,92104,Condominium,Entire home/apt,8,2,2,2,279,3,93
25817351,1,Gaslamp,92101,Apartment,Entire home/apt,8,2,2,5,164,27,79
32522780,1,Cortez,92101,Apartment,Private room,2,2,0,1,75,59,97
39398533,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,0,1,145,15,97
31618693,0.88,Pacific Beach,92109,House,Entire home/apt,14,3,5,10,250,1,100
24832671,1,La Jolla,92037,House,Entire home/apt,10,3.5,3,5,1500,2,80
33075557,1,Mira Mesa,92126,House,Private room,2,1,1,1,35,67,96
33965539,1,North Park,92104,Condominium,Entire home/apt,4,1,1,2,92,27,97
2546692,1,North Park,92104,Condominium,Entire home/apt,2,1,0,1,109,25,94
40801274,0.99,Little Italy,92101,Apartment,Entire home/apt,4,1,0,3,195,3,100
9809493,0.96,Pacific Beach,92109,Apartment,Entire home/apt,3,1,1,3,152,9,98
35582229,0.5,La Jolla,92037,House,Entire home/apt,8,2,3,3,1300,4,100
17639947,1,North Park,92116,Apartment,Entire home/apt,6,1,2,4,125,64,99
40712767,1,Del Mar Heights,92014,House,Entire home/apt,9,2.5,3,5,146,1,100
34650931,1,Linda Vista,92111,House,Entire home/apt,12,2.5,4,5,429,44,99
30344050,0.98,North Park,92104,Apartment,Entire home/apt,2,1,1,1,120,24,95
9823933,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,3,5,375,16,94
17251913,1,North Park,92116,House,Entire home/apt,6,2,2,2,199,107,96
17383424,1,Rancho Bernardo,92127,House,Entire home/apt,9,2.5,4,7,295,45,98
25671396,1,Mount Hope,92102,House,Entire home/apt,14,4,5,5,599,35,98
40872402,1,Marina,92101,Condominium,Entire home/apt,8,1,1,4,299,4,95
32818311,1,Cortez,92101,Condominium,Entire home/apt,7,2,2,3,150,18,92
6766026,1,Gaslamp,92101,Loft,Entire home/apt,4,1,0,0,300,89,95
22773385,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,1,175,46,90
20568042,1,Logan Heights,92113,House,Entire home/apt,5,1,2,2,74,140,94
29190251,0.89,Jamacha Lomita,92114,Guest suite,Entire home/apt,5,1,2,3,82,35,91
36976105,1,Mira Mesa,92126,House,Private room,2,1,1,1,45,18,99
11886762,1,La Jolla,92037,Cottage,Entire home/apt,5,1,2,3,165,120,99
35388337,1,Adams North,92116,Guesthouse,Entire home/apt,4,1,1,1,69,21,98
33904220,0.99,Park West,92101,House,Entire home/apt,11,2,4,7,249,24,98
16736936,1,University City,92122,House,Entire home/apt,4,2,2,3,200,64,94
31952965,1,East Village,92101,Loft,Entire home/apt,3,1,1,1,105,52,89
40036396,1,Pacific Beach,92109,Apartment,Entire home/apt,6,1,2,3,140,4,90
18328391,1,Bay Ho,92117,Guest suite,Private room,2,1,1,1,75,64,97
19734757,1,Pacific Beach,92109,Hostel,Shared room,1,3,1,1,50,23,94
13320138,1,University City,92122,Apartment,Private room,1,1,1,1,70,98,98
19251264,1,Allied Gardens,92120,Apartment,Entire home/apt,4,1,1,3,65,3,87
9809500,0.96,Pacific Beach,92109,Apartment,Entire home/apt,4,1,2,3,177,15,91
23468707,1,Bay Terraces,92114,House,Entire home/apt,10,2.5,4,5,49,99,95
36847315,0.75,Bay Park,92110,House,Entire home/apt,8,2,4,4,350,1,100
20984082,1,Pacific Beach,92109,Townhouse,Entire home/apt,6,2.5,2,3,205,99,98
39228136,1,Midtown,92103,Condominium,Private room,2,1,1,1,64,23,99
19849176,1,Normal Heights,92116,Guesthouse,Entire home/apt,3,1,0,2,80,119,95
23325508,1,Bay Ho,92117,Apartment,Private room,2,1,1,1,55,138,99
14858353,0.97,Mission Beach,92109,House,Entire home/apt,9,3,3,6,595,6,90
26901297,0.94,Teralta East,92115,House,Private room,4,1,1,2,85,100,96
36202199,1,Pacific Beach,92109,House,Entire home/apt,4,2.5,2,2,250,14,96
28340517,1,La Jolla,92037,House,Entire home/apt,14,3.5,5,7,1326,2,90
3091801,1,Point Loma Heights,92107,Apartment,Entire home/apt,3,1,1,1,85,78,93
41114574,1,Allied Gardens,92120,House,Entire home/apt,16,3,5,10,499,2,100
29690203,1,Sherman Heights,92102,House,Private room,2,1,1,1,45,43,97
27333228,0.96,University City,92122,Guest suite,Entire home/apt,4,1,2,2,70,75,94
23878695,0.98,Sherman Heights,92102,Apartment,Entire home/apt,2,1,0,1,81,116,97
38779816,1,Pacific Beach,92109,Guesthouse,Entire home/apt,5,1,2,6,89,13,94
30742984,1,North Park,92104,Guesthouse,Entire home/apt,3,1,1,1,84,29,94
