id,host_response_rate,neighbourhood,zipcode,property_type,room_type,accommodates,bathrooms,bedrooms,beds,price,number_of_reviews,review_scores_rating
16529530,1,Allied Gardens,92120,Guest suite,Entire home/apt,3,1,1,1,65,138,98
7148697,1,Torrey Pines,92037,Apartment,Entire home/apt,3,1,2,2,150,18,94
29436239,1,Azalea/Hollywood Park,92105,Guest suite,Entire home/apt,2,1,0,1,99,62,99
11890947,1,South Park,92104,House,Entire home/apt,4,1,1,2,99,142,99
31076554,1,Core-Columbia,92101,Apartment,Entire home/apt,6,2,2,2,275,49,98
17220750,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,2,350,35,93
241210,1,North Park,92104,Bungalow,Private room,1,1,1,1,60,75,97
21030367,1,Golden Hill,92102,Apartment,Entire home/apt,6,2,2,2,275,94,97
37810192,0.98,North Park,92104,Apartment,Entire home/apt,6,1.5,2,3,124,13,97
22448928,1,Hillcrest,92103,Apartment,Entire home/apt,6,1,2,3,139,117,98
15525059,1,Sunset Cliffs,92107,Guesthouse,Entire home/apt,2,1,0,1,200,23,99
20013925,1,Jamacha Lomita,92114,House,Entire home/apt,4,2,3,3,100,4,100
24103448,1,University City,92122,Guest suite,Entire home/apt,4,1,1,3,159,55,100
27856560,1,Logan Heights,92113,House,Entire home/apt,9,2,3,5,187,84,97
21425723,0.94,Mission Beach,92109,Condominium,Entire home/apt,8,2,2,4,225,7,95
33157802,1,Mission Beach,92109,Condominium,Entire home/apt,10,3,3,7,260,2,100
27990978,1,Rancho Penasquitos,92129,House,Private room,1,1,1,1,50,26,98
23543575,0.82,La Jolla,92037,Guest suite,Entire home/apt,3,1,0,1,175,24,98
4325667,1,Del Cerro,92120,House,Private room,2,1.5,1,1,65,57,96
21513447,0.99,East Village,92101,Apartment,Entire home/apt,6,2,2,2,499,12,93
26566775,0.99,Little Italy,92101,Loft,Entire home/apt,4,1,1,2,169,95,93
2494569,0.96,Mission Beach,92109,Townhouse,Entire home/apt,6,1,2,3,840,15,93
14556256,0,Mission Beach,92109,House,Entire home/apt,8,4.5,4,5,1500,4,100
40226482,0.8,Hillcrest,92103,Apartment,Entire home/apt,2,1,1,1,100,1,100
32019861,1,North Park,92104,House,Private room,2,1,1,1,58,42,100
28221767,1,Mission Beach,92109,Townhouse,Entire home/apt,7,2,2,5,279,24,99
10040046,1,Mission Beach,92109,House,Entire home/apt,6,1,2,3,210,171,91
20149492,1,Mission Beach,92109,House,Entire home/apt,7,3,3,3,375,67,100
20859200,1,Golden Hill,92102,House,Entire home/apt,6,1,2,5,125,127,92
31140263,1,East Village,92101,Apartment,Entire home/apt,8,2,3,4,288,40,94
1630071,0.5,Cherokee Point,92104,Condominium,Private room,2,1,1,1,60,41,91
23452387,1,Clairemont Mesa East,92111,Apartment,Entire home/apt,4,2,2,2,75,77,96
30114556,1,Pacific Beach,92109,Condominium,Entire home/apt,4,2,2,2,217,5,84
19367563,1,Pacific Beach,92109,Hostel,Shared room,1,3,1,1,50,7,100
576112,1,Pacific Beach,92109,Guesthouse,Entire home/apt,2,1,1,1,125,504,98
7951876,1,Cortez,92101,Condominium,Entire home/apt,2,1,1,1,90,10,98
23926577,1,University City,92122,House,Entire home/apt,6,2.5,3,4,200,18,98
23362050,1,East Village,92101,Apartment,Entire home/apt,3,1,0,2,67,6,97
34057133,1,Old Town,92110,Apartment,Entire home/apt,3,1,1,2,89,34,93
23361241,1,Bay Park,92117,Guest suite,Entire home/apt,2,1,0,1,89,72,97
806120,1,South Park,92102,Apartment,Entire home/apt,2,2,2,1,89,47,94
39416991,0.93,Pacific Beach,92109,Condominium,Private room,2,1,1,0,50,3,100
32023518,1,Hillcrest,92103,House,Shared room,1,1,1,2,50,4,100
10055422,0.78,Pacific Beach,92109,Apartment,Private room,2,1,1,2,40,10,92
38618376,1,Linda Vista,92111,House,Private room,2,1,1,1,45,14,96
19036101,1,North Park,92104,Guest suite,Entire home/apt,2,1,0,1,85,144,99
13531483,1,Ocean Beach,92107,Apartment,Entire home/apt,9,2,3,6,400,60,97
28438619,1,East Village,92101,Condominium,Entire home/apt,3,1,0,2,130,3,93
8211659,1,East Village,92101,Condominium,Entire home/apt,4,1,1,1,165,168,94
8384119,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,120,76,97
31454632,1,North Park,92104,House,Entire home/apt,6,1.5,2,2,120,41,100
39202727,1,Pacific Beach,92109,Apartment,Private room,2,1,1,0,53,1,100
22886666,0.97,East Village,92101,Loft,Entire home/apt,4,1,1,1,120,101,94
40531772,1,La Jolla,92037,Condominium,Private room,2,1,1,1,68,12,98
17409130,1,East Village,92101,Loft,Entire home/apt,4,2,2,2,450,6,97
40352451,0.98,East Village,92101,Apartment,Entire home/apt,2,1,0,1,90,2,100
2686765,1,El Cerrito,92115,Condominium,Private room,2,1,1,1,39,57,99
34397090,0.96,East Village,92101,Serviced apartment,Entire home/apt,6,1,2,3,225,11,98
28163799,1,Grant Hill,92102,Bungalow,Entire home/apt,2,1,1,1,99,16,95
9033910,0.99,Mission Valley East,92108,Serviced apartment,Entire home/apt,4,1,1,2,121,3,100
39504249,1,Mission Beach,92109,House,Private room,2,1,1,1,128,6,100
18138331,1,Talmadge,92115,House,Private room,2,1,1,1,49,187,98
7473119,1,North Park,92104,House,Entire home/apt,4,1,1,2,99,37,96
6315136,1,Point Loma Heights,92107,House,Entire home/apt,10,4.5,5,6,800,20,97
33616111,1,North Park,92104,House,Entire home/apt,7,2,3,3,200,48,93
30345401,0.98,Little Italy,92101,Apartment,Entire home/apt,3,1,0,2,104,29,93
36741461,1,Hillcrest,92103,Apartment,Entire home/apt,4,1,2,1,135,2,100
12855271,0.99,Logan Heights,92102,Camper/RV,Entire home/apt,4,1,1,2,66,354,87
21751985,0.97,Pacific Beach,92109,House,Entire home/apt,12,3.5,5,6,725,25,98
21152008,1,East Village,92101,Apartment,Entire home/apt,6,2,2,3,145,121,87
26095926,0.98,La Jolla,92037,House,Entire home/apt,7,3.5,3,5,341,19,89
19737278,1,Marina,92101,Apartment,Entire home/apt,4,1,0,1,250,7,97
37647508,1,Sherman Heights,92102,Apartment,Entire home/apt,5,1,1,1,149,25,99
36909406,1,Roseville/Fleet Ridge,92106,House,Entire home/apt,16,6.5,6,7,995,5,100
39756110,1,College East,92115,House,Private room,2,1,1,1,40,1,100
13745803,0.5,La Jolla,92037,Guest suite,Entire home/apt,6,1,2,2,275,62,96
23344333,1,San Carlos,92120,House,Private room,2,1,1,2,30,24,95
33142726,1,East Village,92101,Apartment,Entire home/apt,2,1,1,0,99,46,98
38301139,1,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,1,125,9,100
36315357,1,University Heights,92104,House,Private room,1,1,1,1,160,16,100
17975922,1,La Jolla,92037,House,Entire home/apt,8,3,3,6,790,1,100
29902028,0.98,Mission Beach,92109,Guesthouse,Entire home/apt,2,1,0,1,75,46,90
28732728,1,Cortez,92101,Apartment,Entire home/apt,6,2,3,4,139,76,97
7763124,1,Bay Park,92117,Condominium,Entire home/apt,2,1,0,2,130,33,94
37396537,1,Bay Park,92110,House,Entire home/apt,6,2,3,3,275,3,100
7515475,1,Mission Beach,92109,Condominium,Entire home/apt,7,2,3,4,425,14,94
33942501,1,Gaslamp,92101,Condominium,Entire home/apt,5,2,2,2,149,2,90
26165748,1,North Park,92104,House,Private room,2,1,1,1,150,5,100
16972802,0.99,La Jolla,92037,House,Entire home/apt,6,2.5,3,3,417,24,92
26370298,0.67,Pacific Beach,92109,Condominium,Entire home/apt,7,2,2,2,275,1,80
17975478,1,La Jolla,92037,House,Entire home/apt,4,1,2,2,260,7,86
39332929,1,Bay Terraces,92139,Townhouse,Private room,3,1,1,1,40,3,100
24716595,0.94,Morena,92110,House,Entire home/apt,6,3,3,3,199,12,93
24476188,1,Ocean Beach,92107,House,Entire home/apt,4,1.5,1,2,225,67,99
21479815,0.9,La Jolla,92037,House,Entire home/apt,10,2,3,3,1000,1,60
20208777,1,Mission Beach,92109,House,Entire home/apt,4,1,1,2,140,185,95
39397310,1,Harborview,92101,Apartment,Entire home/apt,6,2,2,2,249,14,99
14822065,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,3,400,150,98
18156032,0.97,East Village,92101,Apartment,Entire home/apt,4,1,0,2,150,116,95
33576305,0.96,La Jolla,92037,Condominium,Private room,2,1,1,1,165,17,99
23824280,0.94,Mission Beach,92109,Condominium,Entire home/apt,10,3.5,3,6,399,41,98
29790757,1,Pacific Beach,92109,House,Entire home/apt,4,1,1,2,149,107,97
17190710,1,Roseville/Fleet Ridge,92106,House,Entire home/apt,8,2,3,10,499,126,95
14151228,1,University City,92122,House,Entire home/apt,8,2,3,5,168,45,95
14023918,0.91,Pacific Beach,92109,Condominium,Private room,2,1,1,1,99,89,94
33622632,1,Point Loma Heights,92107,House,Private room,2,2,1,1,40,8,93
21699304,1,Carmel Valley,92130,Condominium,Entire home/apt,2,1,1,1,120,3,100
29634660,1,Sherman Heights,92102,House,Entire home/apt,9,2,2,5,189,36,91
9376349,1,Mission Beach,92109,Apartment,Entire home/apt,2,1,0,2,65,257,95
9498171,1,Horton Plaza,92101,Apartment,Entire home/apt,2,1,1,1,195,227,97
38017274,0.98,Core-Columbia,92101,House,Entire home/apt,4,1,1,2,134,2,70
10616907,1,Point Loma Heights,92110,Apartment,Private room,2,1,1,1,69,45,96
38414629,1,Little Italy,92101,Condominium,Private room,2,1,1,1,99,3,73
40110787,0.98,Little Italy,92101,Apartment,Entire home/apt,2,1,0,1,128,2,80
23963146,0,La Jolla,92037,Cottage,Entire home/apt,6,2,3,6,195,6,100
20498730,1,Mission Beach,92109,Apartment,Entire home/apt,9,2,3,8,498,12,98
28411357,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,4,375,1,80
22390692,1,Midway District,92101,Boat,Entire home/apt,4,2,2,2,299,17,100
35810665,1,Pacific Beach,92109,Bungalow,Entire home/apt,8,2,3,4,375,7,97
27228816,1,University City,92122,House,Private room,1,1,1,1,42,13,97
33246035,1,North Clairemont,92117,House,Entire home/apt,8,2,3,4,140,45,94
40509853,0.96,Ocean Beach,92107,Condominium,Entire home/apt,4,1,1,2,89,5,100
36324629,1,La Jolla,92037,House,Entire home/apt,8,4,3,3,550,8,98
18253095,1,Wooded Area,92106,Guesthouse,Entire home/apt,2,1,0,1,96,155,98
25517109,0.97,Mission Beach,92109,House,Entire home/apt,8,2.5,3,6,595,18,92
589214,0.92,Park West,92101,Treehouse,Private room,2,1,1,1,59,658,94
29928993,1,Pacific Beach,92109,Cottage,Entire home/apt,6,2,3,3,500,41,99
35719147,1,Del Cerro,92120,Guesthouse,Entire home/apt,4,1,2,2,100,19,96
2223857,1,Mission Beach,92109,Apartment,Entire home/apt,6,2,2,3,375,15,99
18827158,1,Redwood Village/Rolando Park,92115,House,Private room,2,1,1,1,50,203,98
26133132,1,Park West,92103,Guest suite,Entire home/apt,1,1,1,1,95,4,100
39104280,0.98,East Village,92101,Apartment,Entire home/apt,2,1,1,1,81,7,86
15529725,1,Little Italy,92101,Condominium,Entire home/apt,2,1,1,1,180,5,92
25312266,0.8,Clairemont Mesa West,92111,House,Private room,2,1,1,1,120,14,100
32269614,1,Gaslamp,92101,Condominium,Entire home/apt,4,1,1,1,180,9,98
17752780,0.97,Mission Beach,92109,House,Entire home/apt,6,1,2,3,375,11,95
29211706,1,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,3,444,2,90
32188232,1,Morena,92110,Apartment,Entire home/apt,10,2,2,4,120,25,94
30355448,1,Mission Hill,92103,Chalet,Entire home/apt,16,4,5,15,397,54,96
25057737,1,Sorrento Valley,92126,House,Private room,2,1,1,1,49,93,100
4509474,1,Pacific Beach,92109,Apartment,Entire home/apt,2,1,1,1,96,11,84
35802012,1,Normal Heights,92105,House,Entire home/apt,6,2,3,4,150,27,99
17975932,1,La Jolla,92037,House,Entire home/apt,10,3.5,5,6,1190,6,90
24828522,1,North Park,92104,Guest suite,Entire home/apt,2,1,0,1,77,61,99
24207348,1,Grant Hill,92102,House,Entire home/apt,8,2,3,4,225,42,94
27551403,1,Mira Mesa,92126,House,Private room,2,1,1,1,109,5,100
10634503,0.97,La Jolla,92037,House,Entire home/apt,12,4,5,7,633,14,91
34510096,0.98,Park West,92103,Guesthouse,Entire home/apt,4,2,2,2,399,10,98
13801027,1,Mission Beach,92109,Apartment,Entire home/apt,4,1,1,2,175,1,100
15589730,0.99,Old Town,92110,Cottage,Entire home/apt,4,1,1,1,84,109,92
31740311,1,Birdland,92123,Apartment,Entire home/apt,2,1,0,1,55,9,93
21576694,1,Logan Heights,92113,House,Entire home/apt,6,1,2,2,155,55,96
40352986,0.98,East Village,92101,Apartment,Entire home/apt,2,1,0,1,90,4,100
32520898,0.9,Pacific Beach,92109,House,Private room,4,0.5,1,4,23,2,90
14250648,1,Teralta East,92105,Apartment,Entire home/apt,3,1,1,1,89,39,94
1831431,1,North Park,92104,Guesthouse,Entire home/apt,3,1,1,1,99,222,98
7052507,1,Mission Beach,92109,Cottage,Entire home/apt,4,1,1,2,99,278,96
28106406,1,Rancho Penasquitos,92129,House,Private room,2,1,1,1,45,22,97
17975463,1,La Jolla,92037,House,Entire home/apt,14,4.5,6,6,1410,3,60
15237717,1,South Park,92104,Bungalow,Entire home/apt,3,1,1,1,98,99,98
32565431,1,East Village,92101,Apartment,Entire home/apt,6,2,2,2,275,87,99
13576200,1,Oak Park,92105,Guesthouse,Private room,2,1,1,1,83,286,99
21366927,1,North Park,92104,House,Entire home/apt,3,1,1,1,130,53,97
31983156,1,Bay Ho,92117,House,Private room,2,1,1,1,40,66,99
11889672,1,Mission Beach,92109,Condominium,Entire home/apt,4,1,1,2,143,4,70
20554834,0.98,La Jolla,92037,Apartment,Entire home/apt,4,1,2,2,208,53,93
28682213,1,Ocean Beach,92107,House,Entire home/apt,4,1,1,2,79,45,97
16972806,0.99,La Jolla,92037,House,Entire home/apt,4,1,1,2,270,32,89
34809387,1,La Jolla,92037,Yurt,Entire home/apt,1,0,0,0,182,2,100
19832063,1,East Village,92101,Loft,Entire home/apt,3,1,1,1,98,191,97
24778187,0.98,Little Italy,92101,Apartment,Entire home/apt,2,1,0,1,121,24,98
37743594,1,La Jolla,92037,Condominium,Entire home/apt,6,2.5,2,3,484,1,100
27060938,1,South Park,92104,Guesthouse,Entire home/apt,3,1,1,1,90,37,100
18896522,0.99,East Village,92101,Apartment,Entire home/apt,2,1,1,1,175,8,100
24479489,1,North Park,92104,House,Entire home/apt,5,1,2,3,115,32,92
37095843,1,Adams North,92116,Apartment,Entire home/apt,4,1,1,2,99,29,94
25545766,0.92,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,2,486,10,90
13804012,1,Mira Mesa,92126,House,Private room,2,1,1,1,50,67,95
19634243,0.98,La Jolla,92037,Condominium,Entire home/apt,5,2,2,3,200,67,97
15684530,1,Hillcrest,92103,House,Entire home/apt,8,2,4,4,260,103,99
14190164,1,Rancho Penasquitos,92129,House,Entire home/apt,16,2,4,6,350,29,92
18955337,0.98,Gaslamp,92101,Apartment,Entire home/apt,2,1,0,1,112,65,92
38433160,1,San Carlos,92120,House,Private room,2,1,1,2,32,2,90
29256977,0.94,Ocean Beach,92107,House,Entire home/apt,6,2,2,3,199,29,98
27608990,1,Mission Beach,92109,House,Entire home/apt,16,6,7,10,950,10,98
35292514,0.97,Pacific Beach,92109,Apartment,Entire home/apt,4,1,1,2,125,27,96
38933980,1,Gaslamp,92101,Apartment,Entire home/apt,6,1,0,3,110,37,95
36396731,1,Midway District,92110,Apartment,Entire home/apt,6,2,2,2,150,1,100
38555571,1,North City,92130,House,Private room,2,1.5,1,1,79,4,90
18093700,0.67,East Village,92101,Condominium,Entire home/apt,2,1,1,1,110,1,100
39366381,1,Little Italy,92101,Guesthouse,Entire home/apt,4,1,2,3,159,3,100
7958424,1,Pacific Beach,92109,House,Entire home/apt,8,2,3,3,216,46,93
36816335,1,Mission Beach,92109,House,Entire home/apt,4,1,1,1,75,18,96
26230624,1,Mission Hill,92110,House,Entire home/apt,3,2,1,1,129,9,100
9369775,0.99,Pacific Beach,92109,Condominium,Entire home/apt,8,2,3,5,560,4,100
25840432,1,East Village,92101,Apartment,Entire home/apt,10,2,3,5,450,113,97
21218130,1,La Jolla,92037,House,Entire home/apt,3,1,2,2,295,49,99
21206419,1,Ocean Beach,92107,Apartment,Entire home/apt,4,1,1,2,342,96,96
28360457,1,Carmel Valley,92130,House,Entire home/apt,4,1.5,2,2,300,4,100
23883926,1,College West,92115,Guest suite,Entire home/apt,2,1,1,1,55,67,99
37771440,1,Golden Hill,92102,Bungalow,Entire home/apt,2,1,1,1,225,2,100
17728116,1,Sherman Heights,92102,Guesthouse,Entire home/apt,4,1,1,2,88,190,97
20858137,0.9,La Jolla,92037,House,Entire home/apt,9,4,5,9,1100,11,96
32337883,1,Mira Mesa,92126,House,Private room,2,1,1,1,44,15,95
11203037,0.98,La Jolla,92037,Apartment,Entire home/apt,2,1,1,1,99,16,94
10576701,1,East Village,92101,Hostel,Shared room,4,0,1,4,29,87,91
33588157,1,Cortez,92101,Townhouse,Entire home/apt,5,2,2,2,199,8,95
19475495,0.78,East Village,92101,Apartment,Private room,2,1,1,2,40,1,40
18509505,1,Point Loma Heights,92107,House,Entire home/apt,9,1,2,5,115,70,97
32959747,1,La Jolla,92037,House,Private room,2,1.5,1,1,85,13,100
18224856,1,Sunset Cliffs,92107,House,Entire home/apt,12,4,6,9,1600,3,100
22797626,1,Stockton,92102,House,Entire home/apt,7,1,2,4,159,64,88
39302666,1,Golden Hill,92102,Apartment,Private room,2,1,1,1,75,2,100
17095818,1,Corridor,92104,Guest suite,Private room,2,1,1,0,69,21,92
25782664,1,Gaslamp,92101,Apartment,Entire home/apt,5,1,1,4,180,53,96
21517611,1,Mission Beach,92109,House,Entire home/apt,2,2,1,1,135,21,100
38646033,1,Bay Park,92110,House,Entire home/apt,7,1,2,3,169,10,96
22946145,1,Mount Hope,92102,House,Private room,4,1,2,2,99,10,98
30893423,1,Point Loma Heights,92107,Apartment,Entire home/apt,5,1,2,2,115,39,97
22754525,1,Midtown,92103,House,Entire home/apt,6,2,2,2,352,48,98
27024389,0.97,Mission Beach,92109,Condominium,Entire home/apt,8,2.5,3,6,795,6,97
21966070,0.99,Little Italy,92101,Apartment,Entire home/apt,4,2,2,2,240,2,100
33358690,1,La Jolla,92037,House,Entire home/apt,12,6,6,6,850,3,87
31996267,1,Ocean Beach,92107,Apartment,Entire home/apt,4,1,1,2,115,47,91
17075064,1,North Park,92116,Bungalow,Entire home/apt,4,1,1,1,108,198,96
11360746,1,Mission Beach,92109,Condominium,Entire home/apt,12,3,4,6,435,67,94
29104703,1,University City,92122,Apartment,Entire home/apt,6,1,2,3,119,68,95
21827317,0.94,Pacific Beach,92109,Condominium,Entire home/apt,4,1,1,2,249,1,100
18489312,1,Pacific Beach,92109,Guest suite,Entire home/apt,2,1,0,1,109,11,100
20307051,0.9,Park West,92103,Condominium,Entire home/apt,10,1,2,4,250,3,100
24576036,1,Mission Beach,92109,Condominium,Entire home/apt,4,1,1,2,189,13,100
22912683,1,La Jolla,92037,Bungalow,Entire home/apt,4,1,1,2,149,104,98
13168417,1,Logan Heights,92113,Guesthouse,Entire home/apt,4,1,1,2,75,337,97
35943075,0,North Clairemont,92117,House,Entire home/apt,5,1,3,3,185,1,100
32712717,1,Midtown,92110,House,Entire home/apt,12,2,3,6,325,82,94
16249475,0.97,University City,92121,Apartment,Entire home/apt,2,1,1,3,125,95,96
40757588,1,Rancho Bernardo,92127,House,Private room,2,1,1,1,50,1,100
34021381,0.75,University Heights,92104,Apartment,Private room,1,1,1,1,65,10,96
7324916,0.96,Mission Beach,92109,House,Entire home/apt,16,6,10,22,560,2,100
18431912,1,Mission Beach,92109,Condominium,Entire home/apt,16,4,5,8,719,6,90
40071267,1,Chollas Creek,92103,Condominium,Entire home/apt,3,1,1,1,40,2,80
27428067,1,Clairemont Mesa East,92117,House,Entire home/apt,10,2,4,7,525,8,100
8223425,1,Pacific Beach,92109,Guesthouse,Entire home/apt,2,1,1,0,90,188,95
37299956,1,Mira Mesa,92126,Townhouse,Private room,2,1,1,1,39,13,100
13310139,1,Point Loma Heights,92107,Apartment,Private room,2,1,1,1,80,113,98
24773307,0.98,Little Italy,92101,Apartment,Entire home/apt,4,1,2,2,158,27,93
24633994,1,Corridor,92104,Guesthouse,Entire home/apt,4,1,2,2,73,17,98
3133590,1,Mission Beach,92109,Cottage,Entire home/apt,4,1,2,3,175,171,96
35379813,1,Pacific Beach,92109,House,Entire home/apt,7,2,3,4,295,21,96
17405976,1,Mission Beach,92109,House,Entire home/apt,10,2,4,5,315,17,100
38284217,1,Pacific Beach,92109,House,Private room,2,1,1,1,100,2,100
23153245,0.99,Cortez,92101,Apartment,Entire home/apt,2,1,0,1,119,80,99
36421874,1,Hillcrest,92103,Apartment,Entire home/apt,2,1,1,1,250,24,90
6273284,0.96,Mission Beach,92109,Condominium,Entire home/apt,6,2,2,4,1504,34,98
36772554,1,Clairemont Mesa East,92117,Condominium,Entire home/apt,8,2,2,4,150,32,97
18073116,1,Clairemont Mesa East,92111,Apartment,Private room,1,1,1,1,60,3,87
2411304,1,South Park,92104,Guest suite,Entire home/apt,2,1,1,1,60,264,97
29905238,0.99,Ocean Beach,92107,Townhouse,Entire home/apt,11,4,5,6,700,1,80
21934918,1,Clairemont Mesa West,92111,House,Entire home/apt,6,2,3,3,239,48,100
6376806,1,Cortez,92101,Apartment,Entire home/apt,5,2,2,2,150,170,94
24468478,1,Mission Beach,92109,Condominium,Entire home/apt,6,1.5,2,4,350,69,99
29214527,1,Normal Heights,92116,Apartment,Shared room,2,1,1,0,30,5,96
27288231,1,Del Cerro,92120,House,Private room,2,1,1,1,75,33,97
17975467,1,La Jolla,92037,House,Entire home/apt,8,2,3,4,308,17,87
10699302,1,Little Italy,92101,Apartment,Entire home/apt,4,1,2,3,175,119,98
14698072,1,Rolando,92115,House,Private room,2,1,1,1,85,187,98
39447035,0.99,Encanto,92114,House,Private room,2,1.5,1,1,39,27,97
35166165,1,University City,92122,Apartment,Entire home/apt,3,1,1,1,110,2,100
26878783,0.94,Teralta East,92115,House,Private room,2,1,1,1,50,95,93
33993179,0.98,Mission Valley East,92108,Apartment,Entire home/apt,5,2,2,3,164,13,95
20085739,1,Bay Park,92117,Guesthouse,Entire home/apt,2,1,0,2,100,7,100
8211246,1,Pacific Beach,92109,Condominium,Private room,2,1,1,1,48,9,98
12855600,1,Point Loma Heights,92107,House,Private room,2,1,1,1,105,39,100
483463,0.86,Normal Heights,92116,House,Entire home/apt,4,1,2,2,137,165,95
17803837,1,Pacific Beach,92109,House,Private room,1,1,1,1,90,5,95
38904154,1,La Jolla,92037,House,Entire home/apt,6,2.5,2,4,289,1,100
678569,1,La Jolla,92037,House,Private room,2,1,1,1,165,100,98
35547118,0.92,South Park,92102,House,Private room,1,1,1,1,36,26,96
37839085,1,Linda Vista,92111,Apartment,Entire home/apt,4,2,2,2,250,1,100
26101580,1,North Park,92104,Guesthouse,Entire home/apt,6,2,2,3,125,28,98
17586326,1,North Park,92116,House,Entire home/apt,6,1,2,2,199,41,96
15146628,0,Ocean Beach,92107,Townhouse,Entire home/apt,5,2,2,4,300,4,93
13239395,1,Ocean Beach,92107,House,Entire home/apt,6,1,2,3,199,199,97
37539330,1,Bay Terraces,92139,Townhouse,Private room,2,1,1,1,45,3,100
23093959,1,Hillcrest,92103,Apartment,Entire home/apt,3,1,1,1,95,114,98
6250045,1,North Park,92104,Guest suite,Entire home/apt,2,1,1,1,85,209,98
13298764,1,Mission Valley East,92108,Condominium,Private room,1,1,1,2,83,8,97
7680043,1,North Park,92116,Guesthouse,Entire home/apt,2,1,1,1,75,384,98
29547838,0.97,Mission Beach,92109,House,Entire home/apt,12,4,5,6,1500,7,100
29215347,0.97,Mission Beach,92109,House,Entire home/apt,8,3.5,4,4,750,4,85
35797473,1,Hillcrest,92103,Apartment,Entire home/apt,2,1,1,1,78,7,94
4574280,1,Pacific Beach,92109,House,Entire home/apt,6,2,3,3,99,155,90
14233582,1,North Park,92104,Apartment,Entire home/apt,4,1,1,1,129,13,97
4651061,1,Ocean Beach,92107,Apartment,Entire home/apt,4,1,1,2,179,15,96
4585708,1,Ocean Beach,92107,Cottage,Entire home/apt,4,1,2,3,225,53,99
27505146,1,North Clairemont,92117,Apartment,Private room,1,2,1,1,46,26,98
17879506,0.99,Ocean Beach,92107,Condominium,Entire home/apt,4,1,1,2,366,25,98
887573,1,Pacific Beach,92109,Apartment,Private room,2,1,1,1,49,71,97
29690402,1,Gaslamp,92101,Townhouse,Entire home/apt,10,1,1,1,299,143,94
19859439,1,Swan Canyon,92105,Townhouse,Private room,2,1,1,1,50,45,99
32840436,1,Little Italy,92101,Condominium,Private room,2,1,1,1,87,34,98
11099399,0.98,Pacific Beach,92109,House,Entire home/apt,6,1,2,3,225,91,97
24242420,1,Pacific Beach,92109,House,Entire home/apt,4,2,2,2,390,3,100
31880151,1,East Village,92101,Apartment,Entire home/apt,5,1,1,2,110,63,83
33253467,1,Adams North,92116,House,Entire home/apt,4,1,2,2,200,13,95
33128801,1,East Village,92101,Apartment,Entire home/apt,4,1,1,1,159,41,99
17975461,1,Pacific Beach,92109,House,Entire home/apt,8,2,4,4,455,5,76
35164282,1,Clairemont Mesa West,92111,House,Entire home/apt,7,3,4,5,300,1,100
39227635,0.85,Pacific Beach,92109,House,Private room,2,1.5,1,2,70,1,100
5005035,1,University Heights,92116,House,Private room,2,1,1,1,75,259,100
13101015,1,La Jolla,92037,Bungalow,Entire home/apt,6,2,2,2,575,23,98
36284271,0.94,Hillcrest,92103,Guesthouse,Entire home/apt,2,1,0,1,39,17,91
25715232,1,Midtown,92103,House,Entire home/apt,5,2,2,3,137,83,93
23466126,0.2,Park West,92103,Boutique hotel,Private room,4,1,0,3,199,1,20
22250740,1,Ocean Beach,92107,Apartment,Entire home/apt,2,1,1,1,127,71,98
38551325,1,Hillcrest,92103,House,Entire home/apt,13,2,3,6,300,4,100
26998903,1,North Park,92104,House,Entire home/apt,8,2,3,4,249,70,97
22058707,1,Hillcrest,92103,House,Entire home/apt,6,2,2,4,195,15,97
12347226,1,Normal Heights,92116,Guesthouse,Entire home/apt,4,1,0,2,85,266,98
16944204,1,Loma Portal,92106,House,Entire home/apt,6,1.5,3,4,150,16,98
373322,0.75,Pacific Beach,92109,Condominium,Entire home/apt,5,2,2,2,257,15,90
4403318,1,Mission Beach,92109,Apartment,Entire home/apt,10,3,3,4,260,35,97
18896188,1,La Jolla,92037,House,Entire home/apt,6,3.5,3,3,899,39,96
39053629,0.96,East Village,92101,Loft,Entire home/apt,8,1.5,2,5,199,23,99
40352884,0.98,East Village,92101,Apartment,Entire home/apt,2,1,0,1,90,5,92
3449127,0.99,Bay Park,92110,Guesthouse,Private room,2,1,1,1,55,712,92
19949743,0.92,Mission Beach,92109,Townhouse,Entire home/apt,14,3,4,8,538,1,80
11892912,1,Park West,92101,Loft,Entire home/apt,4,1,0,1,175,129,97
30558579,1,Pacific Beach,92109,House,Entire home/apt,10,2.5,3,9,350,26,97
37286797,1,Allied Gardens,92120,House,Entire home/apt,7,2,3,3,299,6,100
15930540,1,Little Italy,92101,Apartment,Entire home/apt,4,1,1,1,109,173,91
15419733,1,Mission Beach,92109,Townhouse,Entire home/apt,9,2.5,2,5,375,3,93
9750195,0.89,Golden Hill,92102,Apartment,Entire home/apt,4,1,1,2,110,21,93
11843126,1,North Park,92104,Apartment,Entire home/apt,4,1,1,1,119,7,100
33812154,1,Bay Park,92110,House,Entire home/apt,10,2,3,4,950,6,100
